VAR00001,a63,a7a,a11,a62,e90f,e10,e11,e8901,e8902,e8903,e8904,e8905,e8906,e8907,e8908,e8909,e8910,e89a,s1,s41,s42,s43,s44,s45
 ,1,12,14,-2, , , , , , , , , , , , , , ,1,4,7,20,35,63
 ,5,9,115,400000, , , , , , , , , , , , , , ,1,4,7,16,29,53
 ,2,4,40,80000, , , , , , , , , , , , , , ,1,4,7,21,36,65
 ,3,6,50,10000, , , , , , , , , , , , , , ,1,4,7,18,31,57
 ,1,10,53,14400, , , , , , , , , , , , , , ,1,4,7,20,35,63
 ,6,7,70,50000, , , , , , , , , , , , , , ,1,4,7,17,30,55
 ,3,12,180,1000000, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,1,3,70,36000, , , , , , , , , , , , , , ,1,4,7,18,31,57
 ,5,4,54,66000, , , , , , , , , , , , , , ,1,4,7,18,31,56
 ,3,4,92,30000, , , , , , , , , , , , , , ,1,4,7,22,38,68
 ,1,13,72,700000, , , , , , , , , , , , , , ,1,4,7,19,32,59
 ,1,1,50,36000, , , , , , , , , , , , , , ,1,4,7,20,35,62
 ,2,4,137,44400, , , , , , , , , , , , , , ,1,4,7,22,38,68
 ,2,7,140,86000, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,5,4,82,-2, , , , , , , , , , , , , , ,1,4,7,18,31,57
 ,2,12,70,90000, , , , , , , , , , , , , , ,1,4,7,20,35,62
 ,2,9,64,100000, , , , , , , , , , , , , , ,1,4,7,20,35,62
 ,2,10,151,120000, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,4,4,92,80000, , , , , , , , , , , , , , ,1,4,7,22,38,68
 ,1,9,48.9000015258789,40000, ,4,5,0,0,0,0,0,1,0,0,0,0, ,1,4,7,21,37,67
 ,2,7,50,100000, , , , , , , , , , , , , , ,1,4,7,20,35,62
 ,2,10,90,400000, ,8,7,0,0,0,0,0,1,0,0,0,0, ,1,4,7,19,32,58
 ,2,6,12,-2, , , , , , , , , , , , , , ,1,4,7,20,35,63
 ,1,4,15,30000, , , , , , , , , , , , , , ,1,4,7,20,35,63
 ,1,12,60,40000, ,5,8,0,0,0,0,0,1,0,0,0,0,电,1,4,7,17,30,55
 ,2,10,15,90000, ,-8,9,0,0,0,0,0,0,0,0,0,0,什么都不用,1,4,7,15,27,51
 ,4,12,35,800000, ,5,5,0,0,1,0,0,1,0,0,0,0, ,1,4,7,14,25,46
 ,1,10,8,100000, , , , , , , , , , , , , , ,1,4,7,19,32,58
 ,2,10,60,200000, ,3,4,0,0,0,0,0,1,0,0,0,0, ,1,4,7,19,33,60
 ,1,6,8,-3, , , , , , , , , , , , , , ,1,4,7,15,27,51
 ,-1,3,3,20000, , , , , , , , , , , , , , ,1,4,7,21,37,66
 ,2,3,30,20000, , , , , , , , , , , , , , ,1,4,7,17,30,55
 ,2,11,57,170000, , , , , , , , , , , , , , ,1,4,7,21,36,64
 ,1,6,10,48000, , , , , , , , , , , , , , ,1,4,7,14,26,48
 ,2,6,15,20000, , , , , , , , , , , , , , ,1,4,7,15,27,51
 ,1,4,10,35000, , , , , , , , , , , , , , ,1,4,7,15,27,50
 ,2,6,50,50000, , , , , , , , , , , , , , ,1,4,7,15,27,50
 ,2,1,10,33600, ,1,1,0,0,0,0,0,0,0,0,0,0,电,1,4,7,19,32,58
 ,2,12,35,30000, , , , , , , , , , , , , , ,1,4,7,21,36,64
 ,1,4,13,6000, ,3,5,0,0,0,0,1,0,0,0,0,0, ,1,4,7,14,26,48
 ,3,12,55,500000, , , , , , , , , , , , , , ,1,4,7,14,25,46
 ,3,6,40,100000, , , , , , , , , , , , , , ,1,4,7,15,27,50
 ,3,12,70,150000, ,5,7,0,0,0,0,0,1,0,0,0,0, ,1,4,7,20,35,62
 ,2,10,6,130000, , , , , , , , , , , , , , ,1,4,7,21,37,66
 ,3,6,60,100000, , , , , , , , , , , , , , ,1,4,7,21,36,65
 ,2,14,60,140000, ,6,7,0,0,0,0,0,0,1,0,0,0, ,1,4,7,14,26,48
 ,2,7,60,40000, ,3,1,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,26,49
 ,2,10,70,100000, ,3,4,0,0,0,0,0,1,0,0,0,0, ,1,4,7,15,27,50
 ,2,10,40,400000, ,-8,9,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,25,46
 ,2,3,8,-3, , , , , , , , , , , , , , ,1,4,7,15,27,51
 ,3,10,13,60000, , , , , , , , , , , , , , ,2,4,7,22,38,69
 ,4,13,90,300000, , , , , , , , , , , , , , ,1,4,7,16,29,53
 ,2,4,115,100000, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,3,3,15,24000, , , , , , , , , , , , , , ,2,4,7,22,38,69
 ,2,4,7,-3, ,-8,-8,0,0,0,0,0,0,1,0,0,0, ,1,4,7,19,32,59
 ,3,10,69.6999969482422,120000, ,7,6,0,0,1,0,0,1,0,0,0,0, ,1,4,7,20,35,62
 ,2,6,60,80000, , , , , , , , , , , , , , ,1,4,7,15,27,50
 ,2,4,10,-3, ,1,1,0,0,0,0,0,0,0,0,0,0,电,1,4,7,15,27,50
 ,3,6,92,50000, , , , , , , , , , , , , , ,1,4,7,22,38,68
 ,4,4,150,20000, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,4,7,16,28,52
 ,3,13,110,500000, , , , , , , , , , , , , , ,1,4,7,21,37,67
 ,-1,3,11,50000, , , , , , , , , , , , , , ,1,4,7,20,35,63
 ,2,4,41,80000, , , , , , , , , , , , , , ,1,4,7,20,35,63
 ,2,3,70,40000, , , , , , , , , , , , , , ,2,4,7,22,38,69
 ,4,4,96,100000, , , , , , , , , , , , , , ,1,4,7,16,29,53
 ,3,11,55,200000, ,5,8,0,0,0,0,1,0,0,0,0,0, ,1,4,7,18,31,57
 ,5,12,90,100000, ,6,7,0,0,0,0,0,1,0,0,0,0, ,1,4,7,22,38,68
 ,4,3,86,70000, ,4,5,0,0,0,0,0,1,0,0,0,0, ,1,4,7,17,30,54
 ,2,6,23,57000, ,6,2,0,0,0,0,0,1,0,0,0,0, ,1,4,7,21,36,64
 ,3,4,58,72000, , , , , , , , , , , , , , ,1,4,7,14,25,46
 ,3,7,108,400000, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,6,4,140,40000, ,6,9,0,0,0,0,0,1,0,0,0,0, ,1,4,7,16,29,53
 ,2,9,97,400000, , , , , , , , , , , , , , ,1,4,7,19,32,58
 ,2,4,42,50000, , , , , , , , , , , , , , ,2,4,7,22,38,69
 ,1,4,13,60000, , , , , , , , , , , , , , ,2,4,7,22,38,69
 ,1,3,54,44400, , , , , , , , , , , , , , ,1,4,7,21,36,65
 ,2,4,54,80000, , , , , , , , , , , , , , ,1,4,7,20,35,62
 ,2,12,108,-3, , , , , , , , , , , , , , ,1,4,7,14,26,49
 ,4,9,140,120000, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,2,4,160,100000, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,3,12,50,200000, ,4,5,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,25,46
 ,1,12,44,100000, , , , , , , , , , , , , , ,1,4,7,20,34,61
 ,4,3,12,-2, , , , , , , , , , , , , , ,1,4,7,21,36,64
 ,2,12,58,150000, , , , , , , , , , , , , , ,1,4,7,21,36,65
 ,2,7,58,55000, , , , , , , , , , , , , , ,1,4,7,20,35,63
 ,3,4,100,3000, , , , , , , , , , , , , , ,2,4,7,22,38,69
 ,2,13,100,300000, , , , , , , , , , , , , , ,1,4,7,16,29,53
 ,2,11,44,70000, ,4,6,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,26,49
 ,2,3,56,90000, , , , , , , , , , , , , , ,1,4,7,14,25,46
 ,6,4,73,100000, , , , , , , , , , , , , , ,1,4,7,21,37,66
 ,3,8,75,90000, ,6,7,0,0,0,0,1,0,0,0,0,0, ,1,4,7,18,31,57
 ,1,2,68,46000, ,5,6,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,25,46
 ,2,1,80,36000, , , , , , , , , , , , , , ,1,4,7,21,37,67
 ,3,7,93,80000, ,5,6,0,0,0,0,0,1,0,0,0,0, ,1,4,7,17,30,54
 ,9,4,5,200000, ,4,5,0,0,0,0,0,0,0,0,0,0,什么都不用,1,4,7,21,37,67
 ,2,4,50,72000, , , , , , , , , , , , , , ,1,4,7,14,26,48
 ,2,7,90,80000, ,6,6,0,0,0,0,1,0,0,0,0,0, ,1,4,7,18,31,57
 ,5,12,100,500000, , , , , , , , , , , , , , ,1,4,7,21,36,64
 ,1,7,45,60000, ,3,9,0,0,0,0,0,1,0,0,0,0, ,1,4,7,21,36,64
 ,3,12,90,100000, , , , , , , , , , , , , , ,1,4,7,22,38,68
 ,3,6,55,80000, ,3,6,0,0,0,0,0,0,1,0,0,0, ,1,4,7,21,36,65
 ,5,7,77,200000, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,1,12,90,300000, , , , , , , , , , , , , , ,1,4,7,22,38,68
 ,4,7,110,-2, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,1,7,12,40000, ,7,9,0,0,0,0,0,0,0,0,0,0,什么都不用,2,4,7,22,38,69
 ,2,8,70,-2, , , , , , , , , , , , , , ,1,4,7,21,36,65
 ,5,11,130,50000, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,4,7,17,30,55
 ,1,14,50,48000, , , , , , , , , , , , , , ,1,4,7,14,26,49
 ,3,4,50,130000, ,6,8,0,0,0,0,0,1,0,0,0,0, ,1,4,7,20,35,62
 ,3,6,45,50000, , , , , , , , , , , , , , ,1,4,7,20,35,62
 ,2,4,90,24000, , , , , , , , , , , , , , ,1,4,7,22,38,68
 ,2,11,70,200000, , , , , , , , , , , , , , ,1,4,7,19,32,59
 ,5,11,160,300000, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,4,6,70,-3, , , , , , , , , , , , , , ,1,4,7,14,26,48
 ,1,7,43,45000, , , , , , , , , , , , , , ,1,4,7,14,26,49
 ,3,6,50,40000, , , , , , , , , , , , , , ,1,4,7,14,26,48
 ,1,3,69,36000, ,5,6,0,0,0,0,0,0,1,0,0,0, ,1,4,7,21,36,65
 ,2,12,60,1000000, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,25,46
 ,2,12,136,100000, , , , , , , , , , , , , , ,1,4,7,16,29,53
 ,3,4,55.5,80000, , , , , , , , , , , , , , ,1,4,7,17,30,55
 ,3,9,72,80000, ,7,8,0,0,0,0,0,0,0,0,0,0,电,1,4,7,18,31,57
 ,3,3,137,46000, ,4,5,0,0,0,0,0,1,0,0,0,0, ,1,4,7,22,38,68
 ,3,4,60,200000, , , , , , , , , , , , , , ,1,4,7,16,29,53
 ,2,7,119,100000, , , , , , , , , , , , , , ,1,4,7,17,30,55
 ,3,11,100,300000, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,3,11,96,130000, , , , , , , , , , , , , , ,1,4,7,14,26,48
 ,2,11,139,240000, , , , , , , , , , , , , , ,1,4,7,20,35,62
 ,4,6,130,200000, , , , , , , , , , , , , , ,1,4,7,16,29,53
 ,3,8,138,60000, , , , , , , , , , , , , , ,1,4,7,22,38,68
 ,6,10,76,80000, ,7,8,0,0,0,0,0,1,0,0,0,0, ,1,4,7,16,28,52
 ,2,11,70,60000, , , , , , , , , , , , , , ,1,4,7,17,30,55
 ,1,10,100,50000, ,5,7,0,0,0,0,0,1,0,0,0,0, ,1,4,7,19,32,58
 ,3,9,146,300000, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,4,3,80,110000, , , , , , , , , , , , , , ,1,4,7,18,31,57
 ,1,13,50,120000, ,5,6,0,0,0,0,0,1,0,0,0,0, ,1,4,7,20,34,61
 ,2,4,46,70000, , , , , , , , , , , , , , ,1,4,7,20,34,61
 ,2,4,10,50000, ,-8,9,0,0,0,0,1,0,0,0,0,0, ,2,4,7,22,38,69
 ,2,6,48,200000, , , , , , , , , , , , , , ,1,4,7,22,38,68
 ,7,3,5,0, ,2,3,0,0,0,0,1,0,0,0,0,0, ,1,4,7,21,37,67
 ,2,10,50,-2, ,-8,-8,0,0,0,0,0,1,0,0,0,0, ,1,4,7,21,37,67
 ,2,4,25,56000, , , , , , , , , , , , , , ,1,4,7,14,25,46
 ,3,7,80,450000, , , , , , , , , , , , , , ,2,4,7,22,38,69
 ,2,10,60,80000, , , , , , , , , , , , , , ,1,4,7,21,36,65
 ,3,9,55,132000, , , , , , , , , , , , , , ,1,4,7,17,30,55
 ,2,7,61,100000, , , , , , , , , , , , , , ,1,4,7,18,31,57
 ,3,12,98,1000000, , , , , , , , , , , , , , ,1,4,7,19,32,58
 ,4,7,36,-2, , , , , , , , , , , , , , ,1,4,7,21,37,67
 ,2,9,106,120000, , , , , , , , , , , , , , ,1,4,7,16,29,53
 ,2,6,67.4000015258789,30000, , , , , , , , , , , , , , ,1,4,7,17,30,55
 ,2,6,115,90000, ,7,7,0,0,0,0,0,1,0,0,0,0, ,1,4,7,16,29,53
 ,6,4,90,100000, ,7,5,0,0,0,0,1,0,0,0,0,0, ,1,4,7,17,30,55
 ,4,4,72,150000, , , , , , , , , , , , , , ,1,4,7,14,26,48
 ,3,5,20,100000, ,6,8,0,0,0,0,0,1,0,0,0,0, ,1,4,7,21,36,65
 ,2,3,140,50000, ,5,6,0,0,0,0,0,1,0,0,0,0, ,1,4,7,17,30,54
 ,3,4,120,948000, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,4,7,21,37,67
 ,2,3,50,20000, ,8,9,0,0,0,0,1,0,0,0,0,0, ,1,4,7,17,30,54
 ,4,4,91,100000, ,7,9,0,0,0,0,0,1,0,0,0,0, ,1,4,7,22,38,68
 ,3,7,95,40000, , , , , , , , , , , , , , ,1,4,7,22,38,68
 ,5,1,107,100000, , , , , , , , , , , , , , ,1,4,7,17,30,54
 ,4,4,90,100000, , , , , , , , , , , , , , ,1,4,7,22,38,68
 ,2,12,60,120000, , , , , , , , , , , , , , ,1,4,7,20,34,61
 ,4,3,40,-2, ,1,1,0,0,0,0,1,0,0,0,0,0, ,2,4,7,22,38,69
 ,1,3,75,25000, , , , , , , , , , , , , , ,1,4,7,18,31,57
 ,3,4,92,20000, , , , , , , , , , , , , , ,1,4,7,22,38,68
 ,1,7,55,56400, , , , , , , , , , , , , , ,1,4,7,18,31,57
 ,2,7,108,100000, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,2,4,75,-3, ,7,9,0,0,0,0,0,1,0,0,0,0, ,1,4,7,22,38,68
 ,2,12,50,600000, , , , , , , , , , , , , , ,1,4,7,21,36,64
 ,2,9,62.5,200000, , , , , , , , , , , , , , ,1,4,7,20,34,61
 ,4,4,20,100000, , , , , , , , , , , , , , ,1,4,7,21,37,67
 ,2,2,50,50000, , , , , , , , , , , , , , ,1,4,7,14,26,49
 ,3,12,54,200000, , , , , , , , , , , , , , ,1,4,7,20,34,61
 ,3,6,53,24000, ,3,4,0,0,0,0,0,1,0,0,0,0, ,1,4,7,21,37,67
 ,-3,4,20,-3, ,7,8,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,26,49
 ,2,3,56,36000, ,6,7,0,0,0,0,0,0,1,0,0,0, ,1,4,7,21,36,65
 ,4,4,40,100000, , , , , , , , , , , , , , ,1,4,7,14,26,48
 ,3,10,50,100000, ,1,1,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,26,48
 ,1,3,85,30000, ,8,9,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,26,48
 ,2,9,74,120000, , , , , , , , , , , , , , ,1,4,7,14,25,46
 ,2,4,100,-2, ,4,6,0,0,0,0,0,1,0,0,0,0, ,1,4,7,19,32,58
 ,2,9,14,80000, ,1,4,0,0,0,0,0,0,0,0,0,0,电,1,4,7,14,26,48
 ,4,6,58,80000, ,2,4,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,26,49
 ,4,4,60,-3, , , , , , , , , , , , , , ,1,4,7,14,26,49
 ,3,11,60,120000, ,-8,-8,0,0,0,0,1,0,0,0,0,0, ,1,4,7,17,30,54
 ,2,12,60,130000, ,8,9,0,0,0,0,0,1,0,0,0,0, ,1,4,7,20,34,61
 ,1,4,91,134000, , , , , , , , , , , , , , ,1,4,7,22,38,68
 ,2,4,57,100000, , , , , , , , , , , , , , ,1,4,7,14,26,49
 ,4,4,56,20000, ,5,5,0,0,0,0,0,1,0,0,0,0, ,1,4,7,21,36,64
 ,1,9,110,60000, , , , , , , , , , , , , , ,1,4,7,21,37,67
 ,2,10,80,100000, ,4,4,0,0,0,0,0,1,0,0,0,0, ,1,4,7,21,36,65
 ,1,3,50,-3, ,3,5,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,26,49
 ,3,6,60,-2, ,9,9,0,0,0,0,0,1,0,0,0,0, ,1,4,7,20,34,61
 ,2,7,56.2999992370605,96000, , , , , , , , , , , , , , ,1,4,7,14,25,46
 ,3,4,65,96000, , , , , , , , , , , , , , ,1,4,7,21,36,65
 ,3,10,60,200000, , , , , , , , , , , , , , ,1,4,7,17,30,54
 ,1,4,10,100000, , , , , , , , , , , , , , ,1,4,7,21,36,64
 ,3,10,50,60000, ,3,1,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,26,48
 ,5,6,60,230000, ,3,5,0,0,0,0,0,1,0,0,0,0, ,1,4,7,20,34,61
 ,2,10,40,-2, , , , , , , , , , , , , , ,1,4,7,17,30,54
 ,2,7,71,78000, ,7,8,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,25,46
 ,3,12,54,80000, , , , , , , , , , , , , , ,1,4,7,14,25,46
 ,-1,13,18,200000, ,4,4,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,26,49
 ,3,6,53,45000, , , , , , , , , , , , , , ,1,4,7,17,30,54
 ,3,5,37,-2, ,6,8,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,25,46
 ,3,4,12,100000, ,2,3,0,0,0,0,1,0,0,0,0,0, ,1,4,7,14,26,48
 ,1,12,20,960000, ,8,9,0,0,0,0,0,0,0,0,0,0,什么都不用,1,4,7,20,34,61
 ,4,12,150,60000, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,1,10,65,70000, ,5,6,0,0,0,0,0,0,1,0,0,0, ,1,4,7,21,36,65
 ,3,10,76,140000, ,6,7,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,26,48
 ,3,10,28,100000, , , , , , , , , , , , , , ,1,4,7,14,26,48
 ,2,7,52,151200, , , , , , , , , , , , , , ,1,4,7,21,36,64
 ,2,4,90,700000, , , , , , , , , , , , , , ,1,4,7,21,36,64
 ,2,12,54,60000, ,4,6,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,25,46
 ,3,4,35,79200, ,5,6,0,0,0,0,0,1,0,0,0,0, ,1,4,7,21,36,65
 ,3,1,120,200000, ,9,8,0,0,0,0,0,1,0,0,0,0, ,1,4,7,16,28,52
 ,2,5,102,140000, , , , , , , , , , , , , , ,1,4,7,14,26,49
 ,3,9,73,100000, ,2,4,0,0,1,0,0,1,0,0,0,0, ,1,4,7,20,34,61
 ,4,12,50,200000, , , , , , , , , , , , , , ,1,4,7,21,36,64
 ,3,7,60,100000, , , , , , , , , , , , , , ,1,4,7,17,30,54
 ,1,7,9,72000, , , , , , , , , , , , , , ,1,4,7,19,32,59
 ,3,4,69,100000, ,6,8,0,0,0,0,0,1,0,0,0,0, ,1,4,7,16,28,52
 ,2,3,60,100000, , , , , , , , , , , , , , ,1,4,7,14,26,49
 ,5,9,61,350000, ,3,4,0,0,1,0,0,1,0,0,0,0, ,1,4,7,16,29,53
 ,2,9,94,80000, , , , , , , , , , , , , , ,1,4,7,14,26,49
 ,4,4,98,100000, , , , , , , , , , , , , , ,1,4,7,16,28,52
 ,2,11,70,500000, ,4,5,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,25,46
 ,3,12,68,100000, ,2,3,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,25,46
 ,3,8,57,120000, ,7,8,0,0,0,0,0,1,0,0,0,0, ,1,4,7,14,25,46
 ,1,3,44,24000, , , , , , , , , , , , , , ,1,7,18,37,80,122
 ,5,6,100,-2, , , , , , , , , , , , , , ,1,7,18,36,79,120
 ,2,6,40,50000, , , , , , , , , , , , , , ,1,7,18,37,80,121
 ,3,7,18,40000, ,6,9,0,0,0,0,0,1,0,0,0,0, ,1,7,18,34,77,115
 ,2,6,66,60000, , , , , , , , , , , , , , ,1,7,18,40,84,130
 ,2,6,55,50000, , , , , , , , , , , , , , ,1,7,18,38,81,124
 ,2,12,17,72000, , , , , , , , , , , , , , ,1,7,18,35,78,117
 ,3,12,45,110000, , , , , , , , , , , , , , ,1,7,18,36,79,119
 ,3,6,70,65000, , , , , , , , , , , , , , ,1,7,18,39,82,125
 ,2,4,27,50000, , , , , , , , , , , , , , ,1,7,18,37,80,121
 ,3,6,58,90000, , , , , , , , , , , , , , ,1,7,18,39,83,128
 ,3,6,66.1999969482422,80400, , , , , , , , , , , , , , ,1,7,18,39,82,125
 ,-1,1,40,30000, ,2,2,0,0,0,0,0,1,0,0,0,0, ,1,7,18,37,80,121
 ,2,4,60,72000, , , , , , , , , , , , , , ,1,7,18,39,82,126
 ,3,7,90,180000, , , , , , , , , , , , , , ,1,7,18,37,80,121
 ,2,6,40,55400, ,3,4,0,0,0,0,0,1,0,0,0,0, ,1,7,18,38,81,124
 ,3,5,40,110000, ,4,6,0,0,0,0,0,1,0,0,0,0, ,1,7,18,40,84,130
 ,3,12,35,26400, , , , , , , , , , , , , , ,1,7,18,37,80,121
 ,3,12,55,60000, ,5,9,0,0,0,0,0,1,0,0,0,0, ,1,7,18,34,77,115
 ,2,12,62,36000, , , , , , , , , , , , , , ,1,7,18,39,82,126
 ,1,3,60,19200, , , , , , , , , , , , , , ,1,7,18,39,82,126
 ,5,4,26,70000, ,3,5,0,0,0,0,0,1,0,0,0,0, ,1,7,18,40,84,130
 ,2,1,50,60000, , , , , , , , , , , , , , ,1,7,18,40,84,130
 ,2,6,60,50000, , , , , , , , , , , , , , ,1,7,18,39,82,126
 ,1,4,60,24000, , , , , , , , , , , , , , ,1,7,18,34,77,114
 ,2,6,14,30000, , , , , , , , , , , , , , ,1,7,18,36,79,120
 ,3,4,93,75600, , , , , , , , , , , , , , ,1,7,18,36,79,120
 ,1,2,48,0, , , , , , , , , , , , , , ,1,7,18,37,80,121
 ,1,12,37,50000, , , , , , , , , , , , , , ,1,7,18,36,79,120
 ,1,10,24.1000003814697,169200, , , , , , , , , , , , , , ,1,7,18,34,77,115
 ,1,4,17,14400, , , , , , , , , , , , , , ,1,7,18,35,78,117
 ,1,12,50,100000, , , , , , , , , , , , , , ,1,7,18,39,83,128
 ,3,9,60,100000, , , , , , , , , , , , , , ,1,7,18,34,77,115
 ,2,6,69,60000, , , , , , , , , , , , , , ,1,7,18,37,80,122
 ,2,8,65,50000, , , , , , , , , , , , , , ,1,7,18,40,84,130
 ,3,7,37,40000, , , , , , , , , , , , , , ,1,7,18,34,77,115
 ,2,4,65,100000, , , , , , , , , , , , , , ,1,7,18,37,80,121
 ,3,12,24,100000, , , , , , , , , , , , , , ,1,7,18,36,79,119
 ,1,1,60,12000, , , , , , , , , , , , , , ,1,7,18,35,78,116
 ,2,9,40,80000, , , , , , , , , , , , , , ,1,7,18,34,77,115
 ,1,3,60,36000, , , , , , , , , , , , , , ,1,7,18,39,82,126
 ,2,3,60,20000, , , , , , , , , , , , , , ,1,7,18,39,83,128
 ,2,6,44,50000, , , , , , , , , , , , , , ,1,7,18,34,77,115
 ,3,4,29,69600, , , , , , , , , , , , , , ,1,7,18,35,78,117
 ,1,2,42,0, , , , , , , , , , , , , , ,1,7,18,34,77,114
 ,2,4,34,60000, , , , , , , , , , , , , , ,1,7,18,40,84,130
 ,3,6,43,80000, , , , , , , , , , , , , , ,1,7,18,36,79,120
 ,2,4,67,60000, , , , , , , , , , , , , , ,1,7,18,37,80,121
 ,2,6,70,31200, , , , , , , , , , , , , , ,1,7,18,39,82,125
 ,1,1,25,30000, ,1,1,0,0,0,0,0,1,0,0,0,0, ,1,7,18,36,79,120
 ,4,6,40,30000, , , , , , , , , , , , , , ,1,7,18,40,84,130
 ,1,3,45,20000, ,2,3,0,0,0,0,0,1,0,0,0,0, ,1,7,18,38,81,124
 ,3,4,65,80000, , , , , , , , , , , , , , ,1,7,18,34,77,114
 ,4,12,70,-2, , , , , , , , , , , , , , ,1,7,18,36,79,119
 ,3,12,45,500000, ,6,8,0,0,0,0,0,1,0,0,0,0, ,1,7,18,36,79,119
 ,-1,6,40,0, , , , , , , , , , , , , , ,1,7,18,37,80,121
 ,2,6,50,85000, , , , , , , , , , , , , , ,1,7,18,37,80,122
 ,2,7,60,80000, , , , , , , , , , , , , , ,1,7,18,38,81,123
 ,2,3,70,52800, , , , , , , , , , , , , , ,1,7,18,38,81,123
 ,1,3,35,12000, , , , , , , , , , , , , , ,1,7,18,40,84,129
 ,2,6,100,72000, , , , , , , , , , , , , , ,1,7,18,39,83,128
 ,3,3,70,40000, , , , , , , , , , , , , , ,1,7,18,39,82,126
 ,1,4,9,-2, ,5,6,0,0,0,0,0,1,0,0,0,0, ,1,7,18,34,77,114
 ,3,12,80,-2, , , , , , , , , , , , , , ,1,7,18,39,83,128
 ,2,4,120,25000, , , , , , , , , , , , , , ,1,7,18,35,78,117
 ,4,12,42,-2, , , , , , , , , , , , , , ,1,7,18,38,81,124
 ,4,6,54,27600, , , , , , , , , , , , , , ,1,7,18,37,80,122
 ,3,12,67.4000015258789,500000, , , , , , , , , , , , , , ,1,7,18,39,82,125
 ,3,11,95,120000, ,8,9,0,0,1,0,0,0,1,0,0,0, ,1,7,18,39,83,128
 ,1,4,24,31920, ,3,5,0,0,0,0,0,0,1,0,0,0, ,1,7,18,40,84,129
 ,2,12,130,12000, , , , , , , , , , , , , , ,1,7,18,38,81,123
 ,4,4,80,50000, , , , , , , , , , , , , , ,1,7,18,38,81,124
 ,2,4,70,54800, , , , , , , , , , , , , , ,1,7,18,39,82,125
 ,3,4,65,30000, , , , , , , , , , , , , , ,1,7,18,36,79,120
 ,2,10,26,30000, ,3,3,0,0,0,0,0,1,0,0,0,0, ,1,7,18,35,78,117
 ,3,4,71,48000, , , , , , , , , , , , , , ,1,7,18,39,82,125
 ,3,8,50,28800, , , , , , , , , , , , , , ,1,7,18,37,80,121
 ,4,6,100,-2, , , , , , , , , , , , , , ,1,7,18,36,79,120
 ,2,4,57,60000, , , , , , , , , , , , , , ,1,7,18,39,83,128
 ,3,6,24,64000, , , , , , , , , , , , , , ,1,7,18,40,84,130
 ,2,11,45,70000, , , , , , , , , , , , , , ,1,7,18,34,77,114
 ,2,13,60,85000, , , , , , , , , , , , , , ,1,7,18,35,78,117
 ,2,6,40,8000, , , , , , , , , , , , , , ,1,7,18,40,84,130
 ,2,9,50,50000, , , , , , , , , , , , , , ,1,7,18,40,84,129
 ,2,10,110,110000, , , , , , , , , , , , , , ,1,7,18,38,81,123
 ,2,12,110,125000, , , , , , , , , , , , , , ,1,7,18,39,82,126
 ,1,3,40,20000, , , , , , , , , , , , , , ,1,7,18,37,80,121
 ,3,12,30,90000, , , , , , , , , , , , , , ,1,7,18,36,79,119
 ,3,6,64,100000, , , , , , , , , , , , , , ,1,7,18,36,79,119
 ,2,4,34,60000, , , , , , , , , , , , , , ,1,7,18,40,84,129
 ,1,3,20,25000, , , , , , , , , , , , , , ,1,7,18,34,77,114
 ,2,4,55,12000, , , , , , , , , , , , , , ,1,7,18,39,82,126
 ,3,6,110,200000, ,6,3,0,0,0,0,0,1,0,0,0,0, ,1,7,18,38,81,124
